dataset,generation,adaptive_mean,adaptive_std,naive_mean,naive_std
1,100,8.0,2.0,3.2,1.6
1,101,7.2,1.9390719429665317,4.2,1.16619037896906
1,102,5.6,2.5768197453450252,4.0,1.0954451150103321
1,103,5.6,2.4979991993593593,4.0,3.1622776601683795
1,104,5.6,2.5768197453450252,3.8,1.16619037896906
1,105,6.2,1.7204650534085253,3.8,0.9797958971132712
1,106,5.8,1.9390719429665317,4.8,1.7204650534085253
1,107,4.6,1.3564659966250536,5.0,2.0
1,108,5.4,2.0591260281974,4.2,2.4819347291981715
1,109,6.2,2.039607805437114,4.4,1.624807680927192
1,110,6.4,1.7435595774162693,3.2,2.039607805437114
1,111,4.0,1.0954451150103321,6.0,2.1908902300206643
1,112,7.8,1.7204650534085253,3.8,1.16619037896906
1,113,6.6,2.8000000000000003,3.6,1.4966629547095767
1,114,5.8,1.7204650534085253,3.8,2.039607805437114
1,115,9.2,2.5612496949731396,8.4,2.5768197453450252
1,116,8.4,2.33238075793812,6.8,2.4819347291981715
1,117,12.4,5.043808085167397,10.0,4.33589667773576
1,118,7.6,1.624807680927192,6.4,3.006659275674582
1,119,8.0,1.0954451150103321,8.6,3.006659275674582
1,120,8.8,2.7129319932501073,9.6,1.4966629547095764
1,121,12.0,4.049691346263317,8.8,4.621688003316537
1,122,10.2,2.481934729198171,7.4,2.5768197453450252
1,123,9.6,1.8547236990991407,6.0,2.5298221281347035
1,124,10.6,3.3823069050575527,5.8,2.227105745132009
1,125,9.6,4.8,8.2,2.85657137141714
1,126,12.6,1.4966629547095764,5.8,4.069397989875161
1,127,11.0,2.1908902300206643,8.0,1.4142135623730951
1,128,11.0,4.69041575982343,7.6,3.555277766926235
2,1,38.0,3.521363372331802,38.0,3.521363372331802
2,2,29.4,7.08801805866774,31.0,3.63318042491699
2,3,24.6,4.223742416388575,21.8,4.1182520563948
2,4,18.0,4.560701700396552,21.6,5.3516352641038605
2,5,17.0,3.7416573867739413,18.0,4.427188724235731
2,6,13.6,3.97994974842648,15.6,3.1368774282716245
2,7,12.6,2.33238075793812,17.2,3.3105890714493698
2,8,11.8,1.9390719429665317,10.8,2.85657137141714
2,9,13.2,3.655133376499413,11.2,3.249615361854384
2,10,9.8,2.85657137141714,10.8,3.1240998703626617
2,11,10.0,2.1908902300206643,10.4,1.2
2,12,8.4,3.4985711369071804,9.0,1.5491933384829668
2,13,8.0,2.0976176963403033,8.6,2.1540659228538015
2,14,8.0,1.6733200530681511,10.2,3.1874754901018454
2,15,9.2,1.469693845669907,6.6,1.4966629547095764
2,16,7.0,1.6733200530681511,7.6,2.1540659228538015
2,17,9.6,2.4166091947189146,8.6,3.006659275674582
2,18,6.6,2.33238075793812,8.0,3.03315017762062
2,19,7.2,0.7483314773547882,6.2,0.9797958971132712
2,20,5.4,2.0591260281974,5.0,0.6324555320336759
2,21,4.8,2.4819347291981715,7.8,2.3151673805580453
2,22,5.8,2.4819347291981715,7.2,2.227105745132009
2,23,7.2,1.6,6.4,1.624807680927192
2,24,7.0,1.8973665961010275,7.2,2.638181191654584
2,25,6.4,3.3823069050575527,7.0,2.449489742783178
2,26,3.0,1.0954451150103321,6.8,2.7129319932501077
2,27,5.4,1.9595917942265424,7.2,1.7204650534085253
2,28,6.4,1.8547236990991407,5.4,2.244994432064365
2,29,5.4,2.4979991993593593,6.4,2.65329983228432
2,30,6.6,1.3564659966250536,5.2,0.9797958971132712
2,31,6.8,1.8330302779823362,5.2,1.7204650534085255
2,32,6.4,1.7435595774162693,5.0,2.449489742783178
2,33,4.6,2.5768197453450252,4.6,2.244994432064365
2,34,6.4,2.1540659228538015,5.0,3.521363372331802
2,35,5.8,2.3151673805580453,5.0,1.2649110640673518
2,36,4.4,2.4166091947189146,5.0,0.6324555320336759
2,37,4.4,1.3564659966250536,5.8,3.655133376499413
2,38,4.6,2.4166091947189146,5.6,1.2
