binning_mode,mode_name,num_levels,vector_dimension,dataset,uniform_validation,uniform_test,advanced_validation,advanced_test
4,chimerge,35,2048,1,0.87297921,0.90689655,0.95842956,0.83793103
4,chimerge,35,2048,2,0.80600462,0.84482759,0.84757506,0.84137931
4,chimerge,35,2048,3,0.93995381,0.93448276,0.98614319,0.98965517
4,chimerge,35,3072,0,0.86836028,0.98275862,0.85450346,0.9862069
4,chimerge,35,3072,1,0.86374134,0.92413793,0.95150115,0.83103448
4,chimerge,35,3072,2,0.80600462,0.84827586,0.83140878,0.83103448
4,chimerge,35,3072,3,0.93764434,0.93793103,0.98614319,0.99310345
4,chimerge,35,4096,0,0.87528868,0.9862069,0.86374134,0.99310345
4,chimerge,35,4096,1,0.8960739,0.94137931,0.94919169,0.83793103
4,chimerge,35,4096,2,0.78752887,0.84482759,0.83833718,0.83448276
4,chimerge,35,4096,3,0.94457275,0.94827586,0.98383372,0.9862069
4,chimerge,35,5120,0,0.87528868,0.9862069,0.88221709,0.98965517
4,chimerge,35,5120,1,0.87297921,0.96206897,0.9630485,0.84827586
4,chimerge,35,5120,2,0.7852194,0.84482759,0.83602771,0.82068966
4,chimerge,35,5120,3,0.93995381,0.94482759,0.98614319,0.99310345
4,chimerge,35,6144,0,0.89145497,0.97931034,0.86374134,0.99310345
4,chimerge,35,6144,1,0.88452656,0.97931034,0.96073903,0.86896552
4,chimerge,35,6144,2,0.76674365,0.84482759,0.83833718,0.84482759
4,chimerge,35,6144,3,0.94226328,0.93103448,0.98152425,0.98965517
4,chimerge,35,7168,0,0.89376443,0.9862069,0.86836028,0.99310345
4,chimerge,35,7168,1,0.87297921,0.94482759,0.96073903,0.87241379
4,chimerge,35,7168,2,0.79214781,0.84482759,0.84526559,0.84482759
4,chimerge,35,7168,3,0.94226328,0.94827586,0.98383372,0.98965517
4,chimerge,35,8192,0,0.88683603,0.9862069,0.86836028,0.99655172
4,chimerge,35,8192,1,0.8891455,0.97586207,0.95150115,0.85517241
4,chimerge,35,8192,2,0.76905312,0.84482759,0.84295612,0.83793103
4,chimerge,35,8192,3,0.94226328,0.94482759,0.98614319,0.9862069
4,chimerge,40,512,0,0.84064665,0.97241379,0.87297921,0.96551724
4,chimerge,40,512,1,0.87066975,0.97931034,0.95612009,0.82068966
4,chimerge,40,512,2,0.77598152,0.82758621,0.83833718,0.84827586
4,chimerge,40,512,3,0.93764434,0.96551724,0.98614319,0.98275862
4,chimerge,40,1024,0,0.84295612,0.9862069,0.87297921,0.97931034
4,chimerge,40,1024,1,0.83140878,0.96551724,0.9630485,0.8
4,chimerge,40,1024,2,0.74595843,0.85172414,0.83140878,0.83103448
4,chimerge,40,1024,3,0.93764434,0.94482759,0.98614319,0.9862069
4,chimerge,40,1536,0,0.88683603,0.99655172,0.86374134,0.98965517
4,chimerge,40,1536,1,0.83140878,0.97586207,0.94919169,0.87241379
4,chimerge,40,1536,2,0.80369515,0.85172414,0.81986143,0.83793103
4,chimerge,40,1536,3,0.93533487,0.94482759,0.98383372,0.9862069
4,chimerge,40,2048,0,0.87066975,0.99310345,0.8591224,0.98965517
4,chimerge,40,2048,1,0.81293303,0.96206897,0.95612009,0.83103448
4,chimerge,40,2048,2,0.81062356,0.85172414,0.82448037,0.83793103
4,chimerge,40,2048,3,0.95381062,0.95517241,0.98383372,0.98965517
4,chimerge,40,3072,0,0.84064665,0.99655172,0.86836028,0.99310345
4,chimerge,40,3072,1,0.83140878,0.99310345,0.94688222,0.84137931
4,chimerge,40,3072,2,0.80138568,0.85172414,0.82909931,0.82068966
4,chimerge,40,3072,3,0.93533487,0.96206897,0.98152425,0.99310345
4,chimerge,40,4096,0,0.87066975,0.98965517,0.86143187,0.99310345
4,chimerge,40,4096,1,0.83371824,0.95517241,0.94919169,0.86551724
4,chimerge,40,4096,2,0.79445727,0.85862069,0.83833718,0.83448276
4,chimerge,40,4096,3,0.93533487,0.95517241,0.98383372,0.99310345
4,chimerge,40,5120,0,0.85681293,0.99655172,0.86836028,0.98965517
4,chimerge,40,5120,1,0.82909931,0.99310345,0.96073903,0.83448276
4,chimerge,40,5120,2,0.78060046,0.85862069,0.82909931,0.81724138
4,chimerge,40,5120,3,0.9330254,0.94137931,0.98845266,0.9862069
4,chimerge,40,6144,0,0.87066975,0.98275862,0.8591224,1.0
4,chimerge,40,6144,1,0.83140878,0.99310345,0.95842956,0.86206897
4,chimerge,40,6144,2,0.78983834,0.85172414,0.83602771,0.84482759
4,chimerge,40,6144,3,0.93995381,0.95172414,0.98383372,0.99310345
4,chimerge,40,7168,0,0.85681293,0.98275862,0.86605081,0.99310345
4,chimerge,40,7168,1,0.84064665,0.99310345,0.95842956,0.86206897
4,chimerge,40,7168,2,0.79445727,0.85172414,0.83602771,0.83448276
4,chimerge,40,7168,3,0.95612009,0.97241379,0.98383372,0.98965517
4,chimerge,40,8192,0,0.87297921,0.99655172,0.87297921,0.99655172
4,chimerge,40,8192,1,0.83140878,0.99310345,0.94688222,0.85172414
4,chimerge,40,8192,2,0.77598152,0.85862069,0.83602771,0.83448276
4,chimerge,40,8192,3,0.93995381,0.95172414,0.98614319,0.9862069
4,chimerge,45,512,0,0.82678984,0.9862069,0.8591224,0.98965517
4,chimerge,45,512,1,0.86374134,0.88275862,0.97459584,0.80344828
4,chimerge,45,512,2,0.78060046,0.81724138,0.8221709,0.8
4,chimerge,45,512,3,0.93071594,0.97241379,0.97921478,0.98275862
4,chimerge,45,1024,0,0.86836028,0.9862069,0.87990762,0.99310345
4,chimerge,45,1024,1,0.85450346,0.81724138,0.94457275,0.78275862
4,chimerge,45,1024,2,0.76674365,0.85172414,0.81755196,0.84827586
4,chimerge,45,1024,3,0.96766744,0.97931034,0.98383372,0.99310345
4,chimerge,45,1536,0,0.88452656,0.9862069,0.85681293,0.99310345
4,chimerge,45,1536,1,0.90069284,0.81724138,0.95842956,0.83793103
4,chimerge,45,1536,2,0.81293303,0.85172414,0.81986143,0.81724138
4,chimerge,45,1536,3,0.96535797,0.96896552,0.98614319,0.99310345
4,chimerge,45,2048,0,0.87066975,0.98275862,0.86143187,0.99310345
4,chimerge,45,2048,1,0.92147806,0.87241379,0.95842956,0.84482759
4,chimerge,45,2048,2,0.79445727,0.84827586,0.83140878,0.82758621
4,chimerge,45,2048,3,0.96766744,0.96206897,0.98845266,0.98965517
4,chimerge,45,3072,0,0.85681293,0.98275862,0.8591224,1.0
4,chimerge,45,3072,1,0.91224018,0.87931034,0.94457275,0.82758621
4,chimerge,45,3072,2,0.80369515,0.85172414,0.83602771,0.84137931
4,chimerge,45,3072,3,0.98614319,0.97931034,0.98614319,0.99655172
4,chimerge,45,4096,0,0.84526559,0.9862069,0.87759815,0.9862069
4,chimerge,45,4096,1,0.93533487,0.87241379,0.94919169,0.83448276
4,chimerge,45,4096,2,0.79445727,0.85172414,0.83371824,0.83103448
4,chimerge,45,4096,3,0.96997691,0.97931034,0.97921478,0.99310345
4,chimerge,45,5120,0,0.87759815,0.9862069,0.86836028,0.98965517
4,chimerge,45,5120,1,0.87990762,0.77241379,0.95612009,0.83448276
4,chimerge,45,5120,2,0.78290993,0.85172414,0.83140878,0.82068966
4,chimerge,45,5120,3,0.97459584,0.98275862,0.98614319,0.99310345
4,chimerge,45,6144,0,0.88452656,0.9862069,0.86143187,0.99655172
4,chimerge,45,6144,1,0.87066975,0.78275862,0.96073903,0.85517241
4,chimerge,45,6144,2,0.77136259,0.85172414,0.83140878,0.83793103
4,chimerge,45,6144,3,0.98152425,0.97241379,0.98614319,0.99310345
4,chimerge,45,7168,0,0.88221709,0.9862069,0.86605081,0.98965517
4,chimerge,45,7168,1,0.88452656,0.77586207,0.96073903,0.86206897
4,chimerge,45,7168,2,0.78752887,0.84482759,0.83371824,0.83448276
4,chimerge,45,7168,3,0.97459584,0.97931034,0.98845266,0.99310345
4,chimerge,45,8192,0,0.87759815,0.9862069,0.86836028,0.99310345
4,chimerge,45,8192,1,0.88683603,0.8137931,0.94688222,0.84482759
4,chimerge,45,8192,2,0.78290993,0.85172414,0.84064665,0.84137931
4,chimerge,45,8192,3,0.96766744,0.97241379,0.98614319,0.98965517
4,chimerge,50,512,0,0.87528868,0.97586207,0.87297921,0.9862069
4,chimerge,50,512,1,0.8591224,0.65517241,0.97228637,0.8
4,chimerge,50,512,2,0.78983834,0.82413793,0.82909931,0.8
4,chimerge,50,512,3,0.97921478,0.95172414,0.97921478,0.9862069
4,chimerge,50,1024,0,0.84757506,0.98965517,0.86374134,0.98275862
4,chimerge,50,1024,1,0.86605081,0.68275862,0.95150115,0.79655172
4,chimerge,50,1024,2,0.76443418,0.84137931,0.83602771,0.82758621
4,chimerge,50,1024,3,0.98152425,0.96896552,0.98614319,0.99310345
4,chimerge,50,1536,0,0.89376443,0.9862069,0.85681293,0.9862069
4,chimerge,50,1536,1,0.90531178,0.66896552,0.94688222,0.84827586
4,chimerge,50,1536,2,0.80369515,0.84482759,0.84064665,0.83793103
4,chimerge,50,1536,3,0.96766744,0.93793103,0.98614319,0.98965517
4,chimerge,50,2048,0,0.88452656,0.9862069,0.8591224,0.98965517
4,chimerge,50,2048,1,0.89145497,0.67931034,0.95381062,0.82068966
4,chimerge,50,2048,2,0.80831409,0.84137931,0.83371824,0.82413793
4,chimerge,50,2048,3,0.98152425,0.94137931,0.98614319,0.98965517
4,chimerge,50,3072,0,0.82678984,0.9862069,0.86836028,0.98965517
4,chimerge,50,3072,1,0.89838337,0.60344828,0.94457275,0.81724138
4,chimerge,50,3072,2,0.81524249,0.84482759,0.82909931,0.81724138
4,chimerge,50,3072,3,0.98614319,0.95862069,0.98383372,0.99655172
4,chimerge,50,4096,0,0.86143187,0.9862069,0.86605081,0.9862069
4,chimerge,50,4096,1,0.90300231,0.68275862,0.95150115,0.83448276
4,chimerge,50,4096,2,0.78983834,0.84827586,0.83371824,0.83793103
4,chimerge,50,4096,3,0.98614319,0.94827586,0.98383372,0.9862069
4,chimerge,50,5120,0,0.88221709,0.9862069,0.87528868,0.98965517
4,chimerge,50,5120,1,0.90300231,0.66551724,0.96073903,0.82413793
4,chimerge,50,5120,2,0.79214781,0.85172414,0.83833718,0.83103448
4,chimerge,50,5120,3,0.98383372,0.94827586,0.98614319,0.9862069
4,chimerge,50,6144,0,0.88683603,0.98275862,0.86605081,0.98965517
4,chimerge,50,6144,1,0.89838337,0.68275862,0.9630485,0.84482759
4,chimerge,50,6144,2,0.7852194,0.84482759,0.83371824,0.84137931
4,chimerge,50,6144,3,0.98383372,0.95517241,0.98614319,0.99310345
4,chimerge,50,7168,0,0.88452656,0.9862069,0.85681293,0.99310345
4,chimerge,50,7168,1,0.90069284,0.70689655,0.95612009,0.85517241
4,chimerge,50,7168,2,0.79676674,0.84482759,0.83371824,0.84482759
4,chimerge,50,7168,3,0.98845266,0.95517241,0.98845266,0.98965517
4,chimerge,50,8192,0,0.87990762,0.98965517,0.86374134,0.99655172
4,chimerge,50,8192,1,0.90531178,0.70344828,0.94226328,0.83793103
4,chimerge,50,8192,2,0.77136259,0.85172414,0.84295612,0.83793103
4,chimerge,50,8192,3,0.98614319,0.94827586,0.99076212,0.9862069
4,chimerge,55,512,0,0.83140878,0.97931034,0.85450346,0.97931034
4,chimerge,55,512,1,0.88221709,0.63103448,0.94919169,0.79655172
4,chimerge,55,512,2,0.79445727,0.83103448,0.81524249,0.8
4,chimerge,55,512,3,0.99076212,0.9862069,0.98614319,0.98965517
4,chimerge,55,1024,0,0.81293303,0.97586207,0.86374134,0.97586207
4,chimerge,55,1024,1,0.90531178,0.67241379,0.95612009,0.80344828
4,chimerge,55,1024,2,0.77367206,0.84482759,0.83371824,0.84137931
4,chimerge,55,1024,3,0.96766744,0.97931034,0.97921478,0.99310345
4,chimerge,55,1536,0,0.89376443,0.98275862,0.86374134,0.98965517
4,chimerge,55,1536,1,0.89376443,0.71034483,0.93764434,0.83103448
4,chimerge,55,1536,2,0.81062356,0.84482759,0.84757506,0.83103448
4,chimerge,55,1536,3,0.98845266,0.98275862,0.98614319,0.99310345
4,chimerge,55,2048,0,0.87528868,0.9862069,0.85681293,0.99310345
4,chimerge,55,2048,1,0.91224018,0.67931034,0.95381062,0.83793103
4,chimerge,55,2048,2,0.81524249,0.85172414,0.83140878,0.8137931
4,chimerge,55,2048,3,0.99076212,0.98275862,0.98614319,0.99310345
4,chimerge,55,3072,0,0.80369515,0.9862069,0.86605081,0.99655172
4,chimerge,55,3072,1,0.90300231,0.70344828,0.94226328,0.82413793
4,chimerge,55,3072,2,0.80600462,0.85172414,0.82448037,0.8137931
4,chimerge,55,3072,3,0.99076212,0.97931034,0.98383372,0.99655172
4,chimerge,55,4096,0,0.85450346,0.9862069,0.86374134,0.9862069
4,chimerge,55,4096,1,0.91685912,0.72413793,0.95612009,0.83103448
4,chimerge,55,4096,2,0.80369515,0.84482759,0.83140878,0.83103448
4,chimerge,55,4096,3,0.99076212,0.98275862,0.98845266,0.9862069
4,chimerge,55,5120,0,0.87066975,0.9862069,0.88221709,0.98965517
4,chimerge,55,5120,1,0.91454965,0.65517241,0.9630485,0.84482759
4,chimerge,55,5120,2,0.78290993,0.85172414,0.83602771,0.81724138
4,chimerge,55,5120,3,0.99307159,0.97586207,0.98614319,0.9862069
4,chimerge,55,6144,0,0.87759815,0.98275862,0.86143187,0.99310345
4,chimerge,55,6144,1,0.91916859,0.67586207,0.96535797,0.85517241
4,chimerge,55,6144,2,0.78752887,0.85172414,0.83602771,0.84137931
4,chimerge,55,6144,3,0.99076212,0.98275862,0.98845266,0.9862069
4,chimerge,55,7168,0,0.88452656,0.9862069,0.86374134,0.98965517
4,chimerge,55,7168,1,0.90762125,0.70689655,0.95612009,0.84137931
4,chimerge,55,7168,2,0.79214781,0.84827586,0.83833718,0.83448276
4,chimerge,55,7168,3,0.99076212,0.98275862,0.98845266,0.98965517
4,chimerge,55,8192,0,0.88683603,0.98965517,0.86374134,0.99310345
4,chimerge,55,8192,1,0.88221709,0.75517241,0.94457275,0.84482759
4,chimerge,55,8192,2,0.78060046,0.85172414,0.83833718,0.83793103
4,chimerge,55,8192,3,0.99307159,0.98275862,0.99076212,0.9862069
4,chimerge,60,512,0,0.85450346,0.9862069,0.87297921,0.97931034
4,chimerge,60,512,1,0.80831409,0.75517241,0.96535797,0.80344828
4,chimerge,60,512,2,0.76674365,0.83793103,0.83371824,0.8137931
4,chimerge,60,512,3,0.98383372,0.97241379,0.98383372,0.9862069
4,chimerge,60,1024,0,0.8591224,0.9862069,0.86143187,0.98275862
4,chimerge,60,1024,1,0.90762125,0.75517241,0.95842956,0.79655172
4,chimerge,60,1024,2,0.76212471,0.85172414,0.83371824,0.83103448
4,chimerge,60,1024,3,0.99538106,0.96551724,0.98614319,0.98275862
4,chimerge,60,1536,0,0.90069284,0.9862069,0.86143187,0.99310345
4,chimerge,60,1536,1,0.90531178,0.77241379,0.93764434,0.84137931
4,chimerge,60,1536,2,0.81062356,0.85517241,0.83833718,0.82758621
4,chimerge,60,1536,3,0.99538106,0.97241379,0.98845266,0.98965517
4,chimerge,60,2048,0,0.88683603,0.98965517,0.8591224,0.99310345
4,chimerge,60,2048,1,0.93533487,0.76896552,0.94919169,0.84137931
4,chimerge,60,2048,2,0.81062356,0.85517241,0.83140878,0.82068966
4,chimerge,60,2048,3,0.99307159,0.9862069,0.98383372,0.99310345
4,chimerge,60,3072,0,0.83371824,0.9862069,0.86374134,0.98965517
4,chimerge,60,3072,1,0.91224018,0.75862069,0.94919169,0.83793103
4,chimerge,60,3072,2,0.79907621,0.85172414,0.83371824,0.83103448
4,chimerge,60,3072,3,0.99538106,0.98275862,0.98383372,0.99655172
4,chimerge,60,4096,0,0.84757506,0.9862069,0.85450346,0.9862069
4,chimerge,60,4096,1,0.96535797,0.75862069,0.95381062,0.83448276
4,chimerge,60,4096,2,0.79907621,0.85517241,0.83371824,0.82413793
4,chimerge,60,4096,3,0.99538106,0.98275862,0.98845266,0.98965517
4,chimerge,60,5120,0,0.87297921,0.98965517,0.86836028,0.98965517
4,chimerge,60,5120,1,0.96535797,0.73448276,0.95842956,0.85172414
4,chimerge,60,5120,2,0.7852194,0.85862069,0.82909931,0.83448276
4,chimerge,60,5120,3,0.99769053,0.98275862,0.98845266,0.98965517
4,chimerge,60,6144,0,0.89145497,0.98275862,0.86143187,0.99310345
4,chimerge,60,6144,1,0.96073903,0.75172414,0.96073903,0.84137931
4,chimerge,60,6144,2,0.78060046,0.85172414,0.83371824,0.84137931
4,chimerge,60,6144,3,0.99538106,0.9862069,0.99076212,0.9862069
4,chimerge,60,7168,0,0.88221709,0.98275862,0.86143187,0.98965517
4,chimerge,60,7168,1,0.92840647,0.75172414,0.95612009,0.85862069
4,chimerge,60,7168,2,0.79445727,0.84827586,0.83602771,0.83448276
4,chimerge,60,7168,3,0.99769053,0.97931034,0.99076212,0.98965517
4,chimerge,60,8192,0,0.87990762,0.99310345,0.86143187,0.98965517
4,chimerge,60,8192,1,0.95842956,0.78965517,0.94688222,0.85862069
4,chimerge,60,8192,2,0.77136259,0.86206897,0.82909931,0.83448276
4,chimerge,60,8192,3,0.99769053,0.9862069,0.99307159,0.9862069
4,chimerge,65,512,0,0.84988453,0.97931034,0.86605081,0.99310345
4,chimerge,65,512,1,0.73903002,0.67586207,0.96997691,0.8137931
4,chimerge,65,512,2,0.75981524,0.82758621,0.8221709,0.83793103
4,chimerge,65,512,3,0.99769053,1.0,0.98152425,0.98275862
4,chimerge,65,1024,0,0.852194,0.9862069,0.86143187,0.99310345
4,chimerge,65,1024,1,0.85681293,0.69655172,0.94919169,0.81724138
4,chimerge,65,1024,2,0.75981524,0.85172414,0.84757506,0.84137931
4,chimerge,65,1024,3,0.99307159,0.98965517,0.98383372,0.99310345
4,chimerge,65,1536,0,0.8891455,0.9862069,0.87528868,0.98965517
4,chimerge,65,1536,1,0.91916859,0.6862069,0.93764434,0.84482759
4,chimerge,65,1536,2,0.81755196,0.85172414,0.83140878,0.83793103
4,chimerge,65,1536,3,0.99076212,0.99655172,0.99076212,0.99310345
4,chimerge,65,2048,0,0.87297921,0.9862069,0.84757506,0.99655172
4,chimerge,65,2048,1,0.87066975,0.74482759,0.95842956,0.81034483
4,chimerge,65,2048,2,0.80600462,0.85172414,0.84064665,0.84137931
4,chimerge,65,2048,3,0.99307159,0.99310345,0.98614319,0.99310345
4,chimerge,65,3072,0,0.8591224,0.9862069,0.8591224,0.99310345
4,chimerge,65,3072,1,0.91224018,0.7137931,0.95150115,0.85172414
4,chimerge,65,3072,2,0.80600462,0.85172414,0.83371824,0.81724138
4,chimerge,65,3072,3,0.99538106,1.0,0.98614319,0.99655172
4,chimerge,65,4096,0,0.8591224,0.9862069,0.86836028,0.99310345
4,chimerge,65,4096,1,0.91685912,0.7137931,0.95612009,0.83448276
4,chimerge,65,4096,2,0.79445727,0.85172414,0.83602771,0.83793103
4,chimerge,65,4096,3,0.99076212,0.99655172,0.98845266,0.98965517
4,chimerge,65,5120,0,0.8891455,0.9862069,0.86374134,0.99310345
4,chimerge,65,5120,1,0.88683603,0.6,0.95842956,0.83793103
4,chimerge,65,5120,2,0.78060046,0.85172414,0.84295612,0.84137931
4,chimerge,65,5120,3,0.99769053,0.99655172,0.99076212,0.9862069
4,chimerge,65,6144,0,0.88452656,0.9862069,0.86374134,0.99310345
4,chimerge,65,6144,1,0.91454965,0.71724138,0.95612009,0.84137931
4,chimerge,65,6144,2,0.7852194,0.85172414,0.83371824,0.84137931
4,chimerge,65,6144,3,0.99769053,0.99655172,0.99076212,0.9862069
4,chimerge,65,7168,0,0.89145497,0.98275862,0.86143187,0.99310345
4,chimerge,65,7168,1,0.90993072,0.70689655,0.95381062,0.85172414
4,chimerge,65,7168,2,0.79214781,0.84827586,0.84064665,0.84137931
4,chimerge,65,7168,3,0.99538106,0.99655172,0.99076212,0.98965517
4,chimerge,65,8192,0,0.88683603,0.9862069,0.86143187,0.99655172
4,chimerge,65,8192,1,0.93533487,0.72068966,0.94688222,0.84482759
4,chimerge,65,8192,2,0.78290993,0.85172414,0.82448037,0.82413793
4,chimerge,65,8192,3,0.99538106,0.99655172,0.99307159,0.98965517
4,chimerge,70,512,0,0.84526559,0.97586207,0.86836028,0.97586207
4,chimerge,70,512,1,0.9630485,0.75517241,0.96766744,0.82068966
4,chimerge,70,512,2,0.75057737,0.82068966,0.83371824,0.83448276
4,chimerge,70,512,3,0.98383372,0.98275862,0.98614319,0.98275862
4,chimerge,70,1024,0,0.852194,0.9862069,0.85450346,0.98275862
4,chimerge,70,1024,1,0.94688222,0.70689655,0.93995381,0.8
4,chimerge,70,1024,2,0.7551963,0.84482759,0.83371824,0.83103448
4,chimerge,70,1024,3,0.99769053,0.99310345,0.98152425,0.99310345
4,chimerge,70,1536,0,0.89376443,0.9862069,0.87066975,0.99310345
4,chimerge,70,1536,1,0.95842956,0.74482759,0.94226328,0.85517241
4,chimerge,70,1536,2,0.81062356,0.84827586,0.83371824,0.83103448
4,chimerge,70,1536,3,0.99076212,0.99655172,0.98845266,0.99310345
4,chimerge,70,2048,0,0.87990762,0.9862069,0.84988453,0.99655172
4,chimerge,70,2048,1,0.92378753,0.71034483,0.94226328,0.80344828
4,chimerge,70,2048,2,0.80831409,0.84482759,0.84295612,0.84482759
4,chimerge,70,2048,3,0.99076212,0.99655172,0.98845266,0.98965517
4,chimerge,70,3072,0,0.84064665,0.98965517,0.86605081,0.99310345
4,chimerge,70,3072,1,0.92378753,0.67241379,0.95381062,0.85862069
4,chimerge,70,3072,2,0.80600462,0.85172414,0.82909931,0.82758621
4,chimerge,70,3072,3,0.99769053,0.99655172,0.98845266,0.99655172
4,chimerge,70,4096,0,0.85450346,0.9862069,0.86374134,0.99310345
4,chimerge,70,4096,1,0.92147806,0.62068966,0.95842956,0.84137931
4,chimerge,70,4096,2,0.79676674,0.84482759,0.83140878,0.83793103
4,chimerge,70,4096,3,0.99307159,0.99655172,0.99076212,0.9862069
4,chimerge,70,5120,0,0.88683603,0.98965517,0.86143187,0.99310345
4,chimerge,70,5120,1,0.92840647,0.57586207,0.95842956,0.83103448
4,chimerge,70,5120,2,0.77598152,0.85172414,0.83140878,0.84482759
4,chimerge,70,5120,3,0.99769053,0.99655172,0.98845266,0.98965517
4,chimerge,70,6144,0,0.8891455,0.98275862,0.86605081,0.99655172
4,chimerge,70,6144,1,0.90531178,0.58275862,0.95381062,0.83793103
4,chimerge,70,6144,2,0.78060046,0.85172414,0.82448037,0.84482759
4,chimerge,70,6144,3,0.99538106,0.99655172,0.99076212,0.98965517
4,chimerge,70,7168,0,0.8891455,0.9862069,0.86374134,0.99310345
4,chimerge,70,7168,1,0.94919169,0.6137931,0.95150115,0.84482759
4,chimerge,70,7168,2,0.79214781,0.84827586,0.84064665,0.84482759
4,chimerge,70,7168,3,0.99538106,0.99655172,0.99076212,0.99310345
4,chimerge,70,8192,0,0.88683603,0.99310345,0.87066975,0.98965517
4,chimerge,70,8192,1,0.95381062,0.73103448,0.94919169,0.84482759
4,chimerge,70,8192,2,0.78290993,0.85172414,0.82448037,0.82758621
4,chimerge,70,8192,3,0.99538106,0.99655172,0.99076212,0.98965517
4,chimerge,75,512,0,0.85450346,0.9862069,0.88221709,0.97586207
4,chimerge,75,512,1,0.97921478,0.82068966,0.96535797,0.83448276
4,chimerge,75,512,2,0.77367206,0.84137931,0.79676674,0.83448276
4,chimerge,75,512,3,0.98614319,0.9862069,0.98152425,0.97931034
4,chimerge,75,1024,0,0.84526559,0.98965517,0.852194,0.9862069
4,chimerge,75,1024,1,0.97228637,0.77241379,0.94226328,0.79310345
4,chimerge,75,1024,2,0.77136259,0.84482759,0.83371824,0.84137931
4,chimerge,75,1024,3,0.98845266,0.99310345,0.98845266,0.98965517
4,chimerge,75,1536,0,0.8960739,0.9862069,0.87066975,0.99310345
4,chimerge,75,1536,1,0.94457275,0.75517241,0.92378753,0.84827586
4,chimerge,75,1536,2,0.81062356,0.84482759,0.82678984,0.83448276
4,chimerge,75,1536,3,0.98845266,0.99655172,0.98383372,0.99310345
4,chimerge,75,2048,0,0.86605081,0.98275862,0.8591224,0.98965517
4,chimerge,75,2048,1,0.9330254,0.71724138,0.94457275,0.82413793
4,chimerge,75,2048,2,0.81293303,0.85517241,0.82448037,0.82413793
4,chimerge,75,2048,3,0.98152425,0.99655172,0.99307159,0.99310345
4,chimerge,75,3072,0,0.84526559,0.9862069,0.86374134,1.0
4,chimerge,75,3072,1,0.92147806,0.72068966,0.96073903,0.85517241
4,chimerge,75,3072,2,0.80831409,0.85172414,0.82909931,0.82413793
4,chimerge,75,3072,3,0.99538106,0.99655172,0.98614319,0.98965517
4,chimerge,75,4096,0,0.87528868,0.9862069,0.87297921,0.98965517
4,chimerge,75,4096,1,0.92840647,0.70344828,0.94688222,0.83448276
4,chimerge,75,4096,2,0.78983834,0.85172414,0.83602771,0.83103448
4,chimerge,75,4096,3,0.98614319,0.99655172,0.99076212,0.98965517
4,chimerge,75,5120,0,0.87990762,0.9862069,0.86374134,0.99310345
4,chimerge,75,5120,1,0.92378753,0.69655172,0.95381062,0.83103448
4,chimerge,75,5120,2,0.77829099,0.85172414,0.82448037,0.82413793
4,chimerge,75,5120,3,0.99538106,0.99655172,0.98614319,0.9862069
4,chimerge,75,6144,0,0.8891455,0.98275862,0.86143187,0.98965517
4,chimerge,75,6144,1,0.926097,0.65862069,0.94688222,0.83448276
4,chimerge,75,6144,2,0.77367206,0.84482759,0.82909931,0.84137931
4,chimerge,75,6144,3,0.99538106,0.99655172,0.99076212,0.98965517
4,chimerge,75,7168,0,0.88221709,0.9862069,0.86374134,0.99655172
4,chimerge,75,7168,1,0.94457275,0.71724138,0.94919169,0.83103448
4,chimerge,75,7168,2,0.79907621,0.85172414,0.83140878,0.83793103
4,chimerge,75,7168,3,0.98152425,0.99655172,0.99076212,0.99310345
4,chimerge,75,8192,0,0.88452656,0.98965517,0.87066975,0.98965517
4,chimerge,75,8192,1,0.94688222,0.72068966,0.94226328,0.84827586
4,chimerge,75,8192,2,0.77598152,0.85172414,0.81986143,0.83793103
4,chimerge,75,8192,3,0.98845266,0.99655172,0.99307159,0.98965517
4,chimerge,80,512,0,0.84526559,0.97586207,0.87759815,0.98275862
4,chimerge,80,512,1,0.90069284,0.80344828,0.97459584,0.83103448
4,chimerge,80,512,2,0.77136259,0.82068966,0.79676674,0.82068966
4,chimerge,80,512,3,0.99307159,0.99655172,0.96766744,0.98275862
4,chimerge,80,1024,0,0.83833718,0.9862069,0.86605081,0.9862069
4,chimerge,80,1024,1,0.96766744,0.72758621,0.94226328,0.77931034
4,chimerge,80,1024,2,0.76674365,0.85172414,0.82909931,0.83793103
4,chimerge,80,1024,3,0.99307159,0.99655172,0.98845266,0.98965517
4,chimerge,80,1536,0,0.8960739,0.9862069,0.8591224,0.99655172
4,chimerge,80,1536,1,0.97459584,0.74827586,0.93071594,0.82758621
4,chimerge,80,1536,2,0.79676674,0.84482759,0.82678984,0.82068966
4,chimerge,80,1536,3,0.99076212,0.98965517,0.98845266,0.98965517
4,chimerge,80,2048,0,0.87990762,0.9862069,0.8591224,1.0
4,chimerge,80,2048,1,0.89376443,0.67586207,0.93764434,0.82413793
4,chimerge,80,2048,2,0.79445727,0.84827586,0.82909931,0.83448276
4,chimerge,80,2048,3,0.99538106,0.99655172,0.99076212,0.99655172
4,chimerge,80,3072,0,0.83371824,0.9862069,0.86143187,0.99655172
4,chimerge,80,3072,1,0.926097,0.70689655,0.94688222,0.83448276
4,chimerge,80,3072,2,0.80831409,0.85172414,0.8221709,0.83448276
4,chimerge,80,3072,3,0.99769053,0.99655172,0.98845266,0.98965517
4,chimerge,80,4096,0,0.85450346,0.9862069,0.86374134,0.98965517
